-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
-0.046615,-0.013912
-0.047373,-0.009317
-0.046518,-0.0043539
-0.044148,0.00077986
-0.040396,0.005824
-0.035411,0.010571
-0.02945,0.014809
-0.022808,0.018285
-0.015745,0.020795
-0.008573,0.022217
-0.0016211,0.022432
0.0048365,0.021326
0.010566,0.018935
0.015333,0.015333
0.018935,0.010566
0.021326,0.0048365
0.022432,-0.0016211
0.022217,-0.008573
0.020795,-0.015745
0.018285,-0.022808
0.014809,-0.02945
0.010571,-0.035411
0.005824,-0.040396
0.00077986,-0.044148
-0.0043539,-0.046518
-0.009317,-0.047373
-0.013912,-0.046615
-0.01797,-0.044256
-0.021358,-0.040398
-0.023975,-0.035134
-0.025748,-0.028636
-0.02667,-0.021195
-0.026796,-0.013058
-0.026175,-0.0044909
-0.024844,0.0041535
-0.023005,0.012581
-0.020776,0.020529
-0.018236,0.027736
-0.015568,0.033986
-0.012923,0.039128
-0.010384,0.043062
-0.0080201,0.045761
-0.0059489,0.047248
-0.0042171,0.047585
-0.0027945,0.046939
-0.0017033,0.045492
-0.000931,0.043422
-0.00043426,0.040979
-0.00013751,0.038426
8.7249e-06,0.035957
4.0887e-05,0.033779
1.5209e-05,0.032111
-4.5763e-06,0.031049
-1.3915e-20,0.030666
-4.5763e-06,0.031049
1.5209e-05,0.032111
4.0887e-05,0.033779
8.7249e-06,0.035957
-0.00013751,0.038426
-0.00043426,0.040979
-0.000931,0.043422
-0.0017033,0.045492
-0.0027945,0.046939
-0.0042171,0.047585
-0.0059489,0.047248
-0.0080201,0.045761
-0.010384,0.043062
-0.012923,0.039128
-0.015568,0.033986
-0.018236,0.027736
-0.020776,0.020529
-0.023005,0.012581
-0.024844,0.0041535
-0.026175,-0.0044909
-0.026796,-0.013058
-0.02667,-0.021195
-0.025748,-0.028636
-0.023975,-0.035134
-0.021358,-0.040398
-0.01797,-0.044256
-0.013912,-0.046615
-0.009317,-0.047373
-0.0043539,-0.046518
0.00077986,-0.044148
0.005824,-0.040396
0.010571,-0.035411
0.014809,-0.02945
0.018285,-0.022808
0.020795,-0.015745
0.022217,-0.008573
0.022432,-0.0016211
0.021326,0.0048365
0.018935,0.010566
0.015333,0.015333
0.010566,0.018935
0.0048365,0.021326
-0.0016211,0.022432
-0.008573,0.022217
-0.015745,0.020795
-0.022808,0.018285
-0.02945,0.014809
-0.035411,0.010571
-0.040396,0.005824
-0.044148,0.00077986
-0.046518,-0.0043539
-0.047373,-0.009317
-0.046615,-0.013912
-0.044256,-0.01797
-0.040398,-0.021358
-0.035134,-0.023975
-0.028636,-0.025748
-0.021195,-0.02667
-0.013058,-0.026796
-0.0044909,-0.026175
0.0041535,-0.024844
0.012581,-0.023005
0.020529,-0.020776
0.027736,-0.018236
0.033986,-0.015568
0.039128,-0.012923
0.043062,-0.010384
0.045761,-0.0080201
0.047248,-0.0059489
0.047585,-0.0042171
0.046939,-0.0027945
0.045492,-0.0017033
0.043422,-0.000931
0.040979,-0.00043426
0.038426,-0.00013751
0.035957,8.7249e-06
0.033779,4.0887e-05
0.032111,1.5209e-05
0.031049,-4.5763e-06
0.030666,-1.3915e-20
0.031049,-4.5763e-06
0.032111,1.5209e-05
0.033779,4.0887e-05
0.035957,8.7249e-06
0.038426,-0.00013751
0.040979,-0.00043426
0.043422,-0.000931
0.045492,-0.0017033
0.046939,-0.0027945
0.047585,-0.0042171
0.047248,-0.0059489
0.045761,-0.0080201
0.043062,-0.010384
0.039128,-0.012923
0.033986,-0.015568
0.027736,-0.018236
0.020529,-0.020776
0.012581,-0.023005
0.0041535,-0.024844
-0.0044909,-0.026175
-0.013058,-0.026796
-0.021195,-0.02667
-0.028636,-0.025748
-0.035134,-0.023975
-0.040398,-0.021358
-0.044256,-0.01797
